,Variable Name,Description,Type,Code=Value,Source File
1768,lonely3,I FELT LONELY,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1769,unfrnly3,PEOPLE WERE UNFRIENDLY,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1770,enjlife3,I ENJOYED LIFE,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1771,cryspel3,I HAD CRYING SPELLS,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1772,sad3,I FELT SAD,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1773,dislikd3,I FELT THAT PEOPLE DISLIKED ME,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1774,getgoin3,I COULD NOT GET GOING,NUMERIC,1=<1 DAY; 2=1-2 DAYS; 3=3-4 DAYS; 4=5-7 DAYS,Exam3
1775,talkto3,IS THERE SOMEONE AVAILABLE TO YOU WHOM YOU CAN COUNT ON TO LISTEN TO YOU WHEN YOU NEED TO TALK?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam3
1776,advice3,IS THERE SOMEONE AVAILABLE TO GIVE YOU GOOD ADVICE ABOUT A PROBLEM?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam3
1777,affectn3,IS THERE SOMEONE AVAILABLE TO YOU WHO SHOWS YOU LOVE AND AFFECTION?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam3
1778,hlpchr3,IS THERE SOMEONE AVAILABLE TO HELP YOU WITH DAILY CHORES?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam3
1779,emospt3,CAN YOU COUNT ON ANYONE TO PROVIDE YOU WITH EMOTIONAL SUPPORT?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam3
1780,confide3,DO YOU HAVE AS MUCH CONTACT AS YOU WOULD LIKE WITH SOMEONE YOU CAN TRUST/CONFIDE?,NUMERIC,1=NONE OF THE TIME; 2=A LITTLE OF THE TIME; 3=SOME OF THE TIME; 4=MOST OF THE TIME; 5=ALL OF THE TIME,Exam3
1781,hlfadm3,QUESTIONNAIRE ADMINISTRATOR - HEALTH & LIFE,NUMERIC,1=SELF-ADMINISTERED; 2=INTERVIEWER-ADMINISTERED,Exam3
1782,splang3c,SPIELBERGER TRAIT ANGER SCALE,NUMERIC,,Exam3
1783,splanx3c,SPIELBERGER TRAIT ANXIETY SCALE,NUMERIC,,Exam3
1784,chrbur3c,CHRONIC BURDEN,NUMERIC,,Exam3
1785,chrbu63c,CHRONIC BURDEN--6 MONTHS OR MORE,NUMERIC,,Exam3
1786,cesd3c,"CES-D--CENTER FOR EPIDEMIOLOGICAL STUDIES, DEPRESSION SCALE",NUMERIC,,Exam3
1787,emot3c,EMOTIONAL SOCIAL SUPPORT INDEX,NUMERIC,,Exam3
1788,trig3,TRIGLYCERIDES (mg/dl),NUMERIC,,Exam3
1789,ldl3,LDL CHOLESTEROL (mg/dl),NUMERIC,,Exam3
1790,hdl3,HDL CHOLESTEROL (mg/dl),NUMERIC,,Exam3
1791,creatin3,CREATININE (mg/dl),NUMERIC,,Exam3
1792,chol3,TOTAL CHOLESTEROL (mg/dl),NUMERIC,,Exam3
1793,CHLCAT3C,"TOTAL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,"1=DESIRABLE, <200; 2=BORDERLINE HIGH, 200-239; 3=HIGH, 240+",Exam3
1794,HDLCAT3C,"HDL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,"1=HIGH, 60+; 2=40-59; 3=LOW, <40",Exam3
1795,LDLCAT3C,"LDL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,"1=OPTIMAL, <100; 2=NEAR OPTIMAL, 100-129; 3=BORDERLINE HIGH, 130-159; 4=HIGH, 160-189; 5=VERY HIGH, 190+",Exam3
1796,TRIGCAT3C,"TRIGLYCERIDES, NCEP CATEGORIES",NUMERIC,"1=NORMAL, <150; 2=BORDERLINE HIGH, 150-199; 3=HIGH, 200-499; 4=VERY HIGH, 500+",Exam3
1797,diabins3,INSULIN OR ORAL HYPOGLYCEMICS FOR DIABETES?,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1798,lastdrk3,HOW LONG AGO LAST EAT OR DRINK? (hrs),NUMERIC,,Exam3
1799,ualbumn3,URINARY ALBUMIN (mg/dl),NUMERIC,,Exam3
1800,ualbcre3,URINARY ALBUMIN/CREATININE (mg/g),NUMERIC,,Exam3
1801,ucreat3,URINARY CREATININE (mg/dl),NUMERIC,,Exam3
1802,uabcat3c,URINE: MICROALBUMINURIA,NUMERIC,1=NORMAL; 2=MICROALBUMINURIA; 3=MACROALBUMINURIA,Exam3
1803,glucos3c,EXAM 3 FASTING GLUCOSE- CALIBRATED,NUMERIC,,Exam3
1804,hlthage3,HEALTH COMPARED TO OTHERS OF SAME AGE,NUMERIC,1=BETTER; 2=SAME; 3=WORSE,Exam3
1805,emphys3,EMPHYSEMA: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1806,asthma3,ASTHMA: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1807,arthrit3,ARTHRITIS: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1808,rheuhv3,RHEUMATIC HEART DISEASE: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1809,liverd3,LIVER DISEASE: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1810,cirrh3,CIRRHOSIS: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1811,hepat3,HEPATITIS: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1812,kdnydis3,KIDNEY DISEASE: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1813,levwalk3,MORE BREATHLESS WALKING ON LEVEL GROUND,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1814,hilwalk3,MORE BREATHLESS WALKING UP HILLS OR STEPS,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1815,stpwalk3,EVER HAVE TO STOP WALKING FROM BREATHLESSNESS,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1816,fever3,"FEVER, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1817,coldflu3,"COLD OR FLU, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1818,urininf3,"URINARY INFECTION, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1819,bronch3,"BRONCHITIS, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1820,sinuinf3,"SINUS INFECTION, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1821,pneumo3,"PNEUMONIA, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1822,arth2wk3,"ARTHRITIS FLARE-UP, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1823,ab1ynum3,"#  OF TIMES TREATED W/ ANTIBIOTICS, PAST YEAR",NUMERIC,,Exam3
1824,noab3,# OF TIMES TREATED W/ ANTIBIOTICS (PAST YEAR) UNKNOWN,NUMERIC,0=# TIMES UNKNOWN,Exam3
1825,aspirin3,TAKING ASPIRIN ON REGULAR BASIS,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1826,aspdays3,DAYS PER WEEK TAKING ASPIRIN,NUMERIC,,Exam3
1827,hystchk3,HYSTERECTOMY PREVIOUSLY REPORTED,NUMERIC,1=YES,Exam3
1828,hystrct3,HYSTERECTOMY,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1829,hystage3,AGE AT HYSTERECTOMY,NUMERIC,,Exam3
1830,ovarchk3,SURGERY TO REMOVE OVARIES PREVIOUSLY REPORTED,NUMERIC,1=YES,Exam3
1831,ovarem3,SURGERY TO REMOVE OVARIES,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1832,ovaage3,AGE WHEN OVARIES REMOVED,NUMERIC,,Exam3
1833,ovaremn3,# OF OVARIES REMOVED,NUMERIC,1=1 OVARY REMOVED; 2=2 OVARIES REMOVED,Exam3
1834,menochk3,MENOPAUSE PREVIOUSLY REPORTED,NUMERIC,1=YES,Exam3
1835,menper3,MENSTRUAL PERIOD IN THE PAST 12 MONTHS,NUMERIC,0=NO; 1=YES; 9=DON'T KNOW,Exam3
1836,prdsnum3,# OF MENSTRUAL PERIODS IN PAST 12 MONTHS,NUMERIC,,Exam3
1837,hrmrep3,HORMONE REPLACEMENT THERAPY SINCE LAST VISIT,NUMERIC,0=NO; 1=YES,Exam3
1838,hrmrepc3,"HORMONE REPLACEMENT THERAPY, CURRENT USER",NUMERIC,0=NO; 1=YES,Exam3
1839,hrmrage3,"HORMONE REPLACEMENT THERAPY, AGE STARTED USE (CURRENT USER)",NUMERIC,,Exam3
1840,hrmsage3,"HORMONE REPLACEMENT THERAPY, AGE STARTED USE (FORMER USER)",NUMERIC,,Exam3
1841,hrmqage3,"HORMONE REPLACEMENT THERAPY, AGE STOPPED USE (FORMER USER)",NUMERIC,,Exam3
1842,hrmtyp3,TYPE OF HORMONE REPLACEMENT THERAPY,NUMERIC,1=ESTROGEN ALONE; 2=ESTROGEN WITH PROGESTIN; 3=OTHER HORMONE REPLACEMENT THERAPY TYPE,Exam3
1843,asacat3C,CURRENT ASPIRIN USE (TAKING ASPIRIN AT LEAST 3 DAYS PER WEEK),NUMERIC,0=NO; 1=YES,Exam3
1844,heptpa3,"HEPATITIS, TYPE A",NUMERIC,0=NO; 1=YES,Exam3
1845,heptpb3,"HEPATITIS, TYPE B",NUMERIC,0=NO; 1=YES,Exam3
1846,heptpc3,"HEPATITIS, TYPE C",NUMERIC,0=NO; 1=YES,Exam3
1847,heptpd3,"HEPATITIS, TYPE D",NUMERIC,0=NO; 1=YES,Exam3
1848,heptpe3,"HEPATITIS, TYPE E",NUMERIC,0=NO; 1=YES,Exam3
1849,heptpo3,"HEPATITIS, OTHER TYPE",NUMERIC,0=NO; 1=YES,Exam3
1850,heptpu3,"HEPATITIS, UNKNOWN TYPE",NUMERIC,0=NO HEPATITIS OR TYPE KNOWN; 1=TYPE UNKNOWN,Exam3
1851,legpain3,PAIN IN LEG OR BUTTOCK WHILE WALKING,NUMERIC,0=NO; 1=YES,Exam3
1852,lprest3,LEG PAIN BEGIN WHEN STANDING OR SITTING,NUMERIC,0=NO; 1=YES,Exam3
1853,lpcalf3,PAIN OCCURS IN WHAT PORTION OF LEG,NUMERIC,1=PAIN INCLUDES CALF; 2=PAIN DOES NOT INCLUDE CALF,Exam3
1854,lpuphl3,LEG PAIN IF WALK UPHILL OR HURRY,NUMERIC,0=NO; 1=YES; 8=NOT APPLICABLE,Exam3
1855,lpnorm3,LEG PAIN IF WALK AT ORDINARY PACE ON THE LEVEL,NUMERIC,0=NO; 1=YES,Exam3
1856,lpdis3,LEG PAIN EVER DISAPPEAR WHILE WALKING,NUMERIC,0=NO; 1=YES,Exam3
1857,lpstop3,STOP WALKING DURING LEG PAIN,NUMERIC,1=STOP OR SLOW DOWN; 2=CONTINUE ON,Exam3
1858,lpstnd3,WHAT HAPPENS TO LEG PAIN IF STAND STILL,NUMERIC,1=RELIEVED; 2=NOT RELIEVED,Exam3
1859,lprelv3,HOW SOON IS LEG PAIN RELIEVED WHEN STILL,NUMERIC,0=MORE THAN 10 MINUTES; 1=10 MINUTES OR LESS,Exam3
1860,lploc3,ON WHAT SIDE IS LEG PAIN PREDOMINANT,NUMERIC,1=RIGHT SIDE; 2=LEFT SIDE; 3=BOTH LEGS,Exam3
1861,swllft3,SWELLING OF FEET OR ANKLES,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1862,swllday3,"FEET SWELLING DURING DAY, DIMINISHED OVERNIGHT",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1863,slppllw3,SLEEP ON TWO OR MORE PILLOWS TO HELP BREATHE,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1864,allrgy3,"SEASONAL ALLERGY, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1865,bldgums3,"BLEEDING GUMS, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1866,tthinf3,"TOOTH INFECTION, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1867,gout3,"GOUT FLARE-UP, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1868,bcpills3,TAKEN BIRTH CONTROL PILLS SINCE LAST VISIT,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW,Exam3
1869,bpillyr3,# OF MONTHS TOOK BIRTH CONTROL PILLS,NUMERIC,,Exam3
1870,totmed3,TOTAL MEDICATIONS,NUMERIC,,Exam3
1871,ace3c,ACE INHIBITORS WITHOUT DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1872,aced3c,ACE INHIBITORS WITH DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1873,asa3c,ASPIRIN FROM 280804 (ANTI-INFLAM AGENTS),NUMERIC,0=NO; 1=YES,Exam3
1874,beta3c,BETA-BLOCKERS WITHOUT DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1875,betad3c,BETA-BLOCKERS WITH DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1876,ccb3c,ANY CALCIUM-CHANNEL BLOCKER = CCIR OR CCBSR OR CCBT,NUMERIC,0=NO; 1=YES,Exam3
1877,cox23c,COX-2 INHIBITORS (NSAID AGENTS); SEPARATE FROM NSAID VARIABLE,NUMERIC,0=NO; 1=YES,Exam3
1878,insln3c,INSULINS,NUMERIC,0=NO; 1=YES,Exam3
1879,kblkr3c,K-CHANNEL BLOCKERS TO ENHANCE INSULIN SECRETION FOR DIABETICS,NUMERIC,0=NO; 1=YES,Exam3
1880,mlpd3c,MISCELLANEOUS LIPID-LOWERING DRUGS,NUMERIC,0=NO; 1=YES,Exam3
1881,ohga3c,ORAL HYPOGLYCEMIC AGENTS,NUMERIC,0=NO; 1=YES,Exam3
1882,diur3c,ANY DIURETIC,NUMERIC,0=NO; 1=YES,Exam3
1883,lipid3c,ANY LIPID-LOWERING MEDICATION,NUMERIC,0=NO; 1=YES,Exam3
1884,htnmed3c,ANY HYPERTENSION MEDICATION,NUMERIC,0=NO; 1=YES,Exam3
1885,a2a3c,ANGIOTENSIN TYPE 2 ANTAGONISTS,NUMERIC,0=NO; 1=YES,Exam3
1886,a2ad3c,COMBINATIONS OF ANGIOTENSIN II ANTAGONISTS PLUS DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1887,adpi3c,INHIBITORS OF ADP-INDUCED PLATELET AGGREGATION,NUMERIC,0=NO; 1=YES,Exam3
1888,agdi3c,ALPHA-GLUCOSIDASE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
1889,alpha3c,ALPHA-BLOCKERS WITHOUT DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1890,alphad3c,ALPHA-BLOCKERS WITH DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1891,alzh3c,ACETYLCHOLINE ESTERASE INHIBITORS FOR ALZH'S,NUMERIC,0=NO; 1=YES,Exam3
1892,amlod3c,AMLODIPINE,NUMERIC,0=NO; 1=YES,Exam3
1893,anar1a3c,"ANTI-ARRHYTHMICS, CLASS 1A",NUMERIC,0=NO; 1=YES,Exam3
1894,anar1b3c,"ANTI-ARRHYTHMICS, CLASS 1B",NUMERIC,0=NO; 1=YES,Exam3
1895,anar1c3c,"ANTI-ARRHYTHMICS, CLASS 1C",NUMERIC,0=NO; 1=YES,Exam3
1896,anar33c,"ANTI-ARRHYTHMICS, CLASS 3",NUMERIC,0=NO; 1=YES,Exam3
1897,apsy3c,ANTI-PSYCHOTIC MEDICATIONS,NUMERIC,0=NO; 1=YES,Exam3
1898,basq3c,BILE-ACID SEQUESTRANTS,NUMERIC,0=NO; 1=YES,Exam3
1899,benzod3c,BENZODIAZEPINES,NUMERIC,0=NO; 1=YES,Exam3
1900,bgnd3c,BIGUANIDES,NUMERIC,0=NO; 1=YES,Exam3
1901,ccbir3c,IMMEDIATE-RELEASE CCBS = NIFIR OR DIHIR OR VERIR OR DLTIR,NUMERIC,0=NO; 1=YES,Exam3
1902,ccbsr3c,SLOW-RELEASE CCBS = NIFSR OR DIHSR OR VERSR OR DLTSR OR AMLOD,NUMERIC,0=NO; 1=YES,Exam3
1903,ccbt3c,T-TYPE CALCIUM-CHANNEL BLOCKER,NUMERIC,0=NO; 1=YES,Exam3
1904,dig3c,DIGITALIS PREPARATIONS,NUMERIC,0=NO; 1=YES,Exam3
1905,dihir3c,IMMEDIATE-RELEASE DIHYDROPYRIDINES OTHER THAN NIFEDIPINE,NUMERIC,0=NO; 1=YES,Exam3
1906,dihsr3c,SLOW-RELEASE DIHYDROPYRIDINES OTHER THAN NIFEDIPINE OR AMLOPIDINE,NUMERIC,0=NO; 1=YES,Exam3
1907,dltir3c,IMMEDIATE-RELEASE DILTIAZEM,NUMERIC,0=NO; 1=YES,Exam3
1908,dltsr3c,SLOW-RELEASE DILTIAZEM,NUMERIC,0=NO; 1=YES,Exam3
1909,edd3c,ERECTILE DYSFUNCTION DRUGS,NUMERIC,0=NO; 1=YES,Exam3
1910,estrgn3c,"ESTROGENS, EXCLUDING VAGINAL CREAMS",NUMERIC,0=NO; 1=YES,Exam3
1911,fibr3c,FIBRATES,NUMERIC,0=NO; 1=YES,Exam3
1912,h2b3c,H-2 BLOCKERS,NUMERIC,0=NO; 1=YES,Exam3
1913,hctz3c,THIAZIDE DIURETICS WITHOUT K-SPARING AGENTS,NUMERIC,0=NO; 1=YES,Exam3
1914,hctzk3c,THIAZIDE DIURETICS WITH K-SPARING AGENTS,NUMERIC,0=NO; 1=YES,Exam3
1915,hprns3c,HEPARINS,NUMERIC,0=NO; 1=YES,Exam3
1916,iprtr3c,ANTICHOLINERGICS + COMBINATION WITH BETA2-AGONIST (121200),NUMERIC,0=NO; 1=YES,Exam3
1917,istrd3c,INHALED STEROIDS FOR ASTHMA,NUMERIC,0=NO; 1=YES,Exam3
1918,kcl3c,POTASSIUM SUPPLEMENTS,NUMERIC,0=NO; 1=YES,Exam3
1919,kspr3c,POTASSIUM-SPARING AGENTS ALONE,NUMERIC,0=NO; 1=YES,Exam3
1920,loop3c,LOOP DIURETICS,NUMERIC,0=NO; 1=YES,Exam3
1921,maoi3c,MAO INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
1922,niac3c,NIACIN AND NICOTINIC ACID,NUMERIC,0=NO; 1=YES,Exam3
1923,nifir3c,IMMEDIATE-RELEASE NIFEDIPINE,NUMERIC,0=NO; 1=YES,Exam3
1924,nifsr3c,SLOW-RELEASE NIFEDIPINE,NUMERIC,0=NO; 1=YES,Exam3
1925,nsaid3c,"NON-STEROIDAL ANTI-INFLAMMATORY AGENTS, EXCLUDING ASPIRIN",NUMERIC,0=NO; 1=YES,Exam3
1926,ntg3c,NITRATES,NUMERIC,0=NO; 1=YES,Exam3
1927,oaia3c,ORAL ANTI-INFLAMMATORY ASTHMA DRUGS LEUKOTRIENE RECEPTOR ANTAGONISTS AND INHIBITORS OF LIPO-OXYGENASE,NUMERIC,0=NO; 1=YES,Exam3
1928,ostrd3c,ORAL STEROIDS,NUMERIC,0=NO; 1=YES,Exam3
1929,otch2b3c,('60) OVER-THE-COUNTER H-2 BLOCKERS',NUMERIC,0=NO; 1=YES,Exam3
1930,pdei3c,PHOSPHODIESTERASE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
1931,ppi3c,PROTON PUMP INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
1932,prgstn3c,PROGESTINS,NUMERIC,0=NO; 1=YES,Exam3
1933,prknsn3c,DRUGS USED TO TREAT PARKINSON'S,NUMERIC,0=NO; 1=YES,Exam3
1934,prmrn3c,PREMARIN (CONJUGATED ESTROGENS),NUMERIC,0=NO; 1=YES,Exam3
1935,prob3c,PROBUCOL,NUMERIC,0=NO; 1=YES,Exam3
1936,pvdl3c,"PERIPHERAL VASODILATORS, EXCLUDE DIPYRIDAMOLE",NUMERIC,0=NO; 1=YES,Exam3
1937,slf13c,FIRST GENERATION SULFONYLUREAS,NUMERIC,0=NO; 1=YES,Exam3
1938,slf23c,SECOND GENERATION SURLFONYLUREAS,NUMERIC,0=NO; 1=YES,Exam3
1939,sttn3c,HMG COA REDUCTASE INHIBITORS (STATINS),NUMERIC,0=NO; 1=YES,Exam3
1940,sympth3c,"SYMPATHOMIMETICS, ORAL AND INHALED",NUMERIC,0=NO; 1=YES,Exam3
1941,tca3c,TRICYCLIC ANTI-DEPRESSANTS,NUMERIC,0=NO; 1=YES,Exam3
1942,tcap3c,TRICYCLIC ANTI-DEPRESSANTS PLUS ANTI-PSYCHOTICS,NUMERIC,0=NO; 1=YES,Exam3
1943,thry3c,THYROID AGENTS,NUMERIC,0=NO; 1=YES,Exam3
1944,thzd3c,THIAZOLIDINEDIONES,NUMERIC,0=NO; 1=YES,Exam3
1945,urcos3c,URICOSURICS,NUMERIC,0=NO; 1=YES,Exam3
1946,uazqtd3c,UAZ DEFINITE ECG QT INTERVAL-ALTERING MEDICATION,NUMERIC,0=NO; 1=YES,Exam3
1947,uazqtp3c,UAZ POSSIBLE ECG QT INTERVAL-ALTERING MEDICATION,NUMERIC,0=NO; 1=YES,Exam3
1948,vaso3c,"VASODILATORS, A MIXED GROUP",NUMERIC,0=NO; 1=YES,Exam3
1949,vasod3c,"VASODILATORS WITH DIURETICS, A MIXED GROUP",NUMERIC,0=NO; 1=YES,Exam3
1950,verir3c,IMMEDIATE-RELEASE VERAPAMIL,NUMERIC,0=NO; 1=YES,Exam3
1951,versr3c,SLOW-RELEASE VERAPAMIL,NUMERIC,0=NO; 1=YES,Exam3
1952,warf3c,ORAL ANTICOAGULANTS,NUMERIC,0=NO; 1=YES,Exam3
1953,wtls3c,WEIGHT LOSS DRUGS,NUMERIC,0=NO; 1=YES,Exam3
1954,xoi3c,XANTHINE OXIDASE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam3
1955,empstat3,HAS EMPLOYMENT STATUS CHANGED SINCE EXAM 1,NUMERIC,0=NO; 1=YES,Exam3
1956,curjob3,CURRENT OCCUPATION,NUMERIC,1=HOMEMAKER; 2=EMPLOYED FULL TIME; 3=EMPLOYED PART TIME; 4=EMPLOYED ON-LEAVE (HEALTH); 5=EMPLOYED ON-LEAVE (NON-HEALTH); 6=UNEMPLOYED < 6 MONTHS; 7=UNEMPLOYED > 6 MONTHS; 8=RETIRED NOT WORKING; 9=RETIRED WORKING; 10=RETIRED VOLUNTEERING,Exam3
1957,homemkr3,CURRENT HOMEMAKER:  PREVIOUSLY WORK OUTSIDE THE HOME,NUMERIC,0=NO; 1=YES,Exam3
1958,income3,TOTAL GROSS FAMILY INCOME,NUMERIC,"1=< $5,000; 2=$5,000 - 7,999; 3=$8,000 - 11,999; 4=$12,000 - 15,999; 5=$16,000 - 19,999; 6=$20,000 - 24,999; 7=$25,000 - 29,999; 8=$30,000 - 34,999; 9=$35,000 - 39,999; 10=$40,000 - 49,999; 11=$50,000 - 74,999; 12=$75,000 - 99,999; 13=$100,000 +",Exam3
1959,numhhld3,# PEOPLE SUPPORTED BY FAMILY INCOME,NUMERIC,,Exam3
1960,hometyp3,RESIDENCE - OWN OR RENT,NUMERIC,1=RENT; 2=PAY A MORTGAGE; 3=OWN FREE AND CLEAR; 4=OTHER,Exam3
1961,dadschl3,FATHERS EDUCATION LEVEL,NUMERIC,"1=NO SCHOOLING; 2=SOME SCHOOLING BUT DID NOT COMPLETE HIGH SCHOOL; 3=HIGH SCHOOL DEGREE; 4=SOME COLLEGE, BUT NO COLLEGE DEGREE; 5=COLLEGE DEGREE; 6=GRADUATE OR PROFESSIONAL SCHOOL",Exam3
1962,momschl3,MOTHERS EDUCATION LEVEL,NUMERIC,"1=NO SCHOOLING; 2=SOME SCHOOLING BUT DID NOT COMPLETE HIGH SCHOOL; 3=HIGH SCHOOL DEGREE; 4=SOME COLLEGE, BUT NO COLLEGE DEGREE; 5=COLLEGE DEGREE; 6=GRADUATE OR PROFESSIONAL SCHOOL",Exam3
1963,hiprv3,"HMO, PRIVATE INSURANCE",NUMERIC,0=NO; 1=YES,Exam3
1964,himdcr3,MEDICARE,NUMERIC,0=NO; 1=YES,Exam3
1965,himdcd3,MEDICAID,NUMERIC,0=NO; 1=YES,Exam3
1966,himil3,MILITARY OR VA SPONSORED MEDICAL CARE,NUMERIC,0=NO; 1=YES,Exam3
1967,hinone3,NO HEALTH ISURANCE,NUMERIC,0=NO; 1=YES,Exam3
1968,hioth3,OTHER TYPE OF HEALTH INSURANCE,NUMERIC,0=NO; 1=YES,Exam3
1969,smkstat3,SMOKING STATUS,NUMERIC,"0=NEVER SMOKED; 1=FORMER SMOKER QUIT MORE THAN 1 YEAR AGO; 2=FORMER SMOKER, QUIT LESS THAN ONE YEAR; 3=CURRENT SMOKER; 9=DO NOT KNOW",Exam3
1970,cursmk3,CIGARETTES:  SMOKED IN LAST 30 DAYS,NUMERIC,0=NO; 1=YES,Exam3
1971,cigsday3,CIGARETTES:  AVERAGE # SMOKED PER DAY,NUMERIC,,Exam3
1972,othtob3,USED OTHER TOBACCO PRODUCTS SINCE EXAM 1,NUMERIC,0=NO; 1=YES,Exam3
1973,shndsmk3,"EXPOSURE TO SECOND-HAND SMOKE, HOURS PER WEEK",NUMERIC,,Exam3
1974,curalc3,"ALCOHOL, CURRENT USE",NUMERIC,0=NO; 1=YES,Exam3
1975,cig3c,"CIGARRETTE SMOKING STATUS, EXAM 3",NUMERIC,0=NEVER; 1=FORMER; 2=CURRENT,Exam3
1976,nhhldc3,# CHILDREN SUPPORTED BY FAMILY INCOME,NUMERIC,,Exam3
1977,nhhlde3,# ADULTS > 65 SUPPORTED BY FAMILY INCOME,NUMERIC,,Exam3
1978,invest3,HAVE INVESTMENTS/STOCKS/BONDS,NUMERIC,0=NO; 1=YES,Exam3
1979,ownland3,OWN LAND/BUSINESS PROPERTY OTHER THAN HOME,NUMERIC,0=NO; 1=YES OWN; 2=CURRENTLY BUYING,Exam3
1980,owncar3,OWN A CAR,NUMERIC,"0=NO; 1=YES, 1 CAR; 2=YES MORE THAN 1 CAR",Exam3
1981,medcare3,WHERE DO YOU GO FOR MEDICAL CARE,NUMERIC,1=DOCTOR'S OFFICE OR CLINIC; 2=HOSPITAL EMERGENCY ROOM; 3=OTHER,Exam3
